sentiment,sentence,lang
neutral,"August 2009 um 15:15 Uhr M-real hat die Barzahlung von 190 Millionen Euro von Sappi M-real Corporation , einem Teil der Mets+ñliitto Gruppe , erhalten , die das Graphic Papers-Geschäft Ende 2008 für 750 Millionen Euro an Sappi Limited veräußert hat .",de
neutral,Die Änderung wird keine zusätzlichen Kosten verursachen .,de
neutral,"Das operative Ergebnis ohne Einmaleffekte belief sich auf 9,1 Mio EUR im Vergleich zu 10,6 Mio EUR im laufenden Geschäft , ohne Einmaleffekte im Jahr 2004 .",de
positive,Die Mühle hat lange Traditionen und hat eine etablierte Position auf den Märkten .,de
positive,"Viele Metall-Aktien sehen aus wie ein 5-10%-Lauf erwartet. Lange $SSRI, $PAAS und $NEM aber die meisten qualitativ hochwertigen Namen sollten gehen, wenn Metallpreise kooperieren",de
positive,"$ENDP - wir sahen eine große Bestellung in dieser letzten Woche, jemand auch akkumuliert Mai & Juni 35's Calls heute",de
positive,Vielen Dank $GOOG (Google Alphabet) und $FB (Facebook) Aktien! Was für eine schöne Umkehr.,de
positive,Über Elcoteq Elcoteq SE ist ein führendes Unternehmen im Bereich der Elektronikfertigung ( EMS ) im Bereich der Kommunikationstechnologie .,de
neutral,Das Unternehmen ist weltweit tätig und beschäftigt insgesamt rund 47.000 Mitarbeiter.,de
neutral,"Okmetic Board of Directors hat sich auch für ein neues Aktienbesitzprogramm entschieden , das an das Top-Management des Unternehmens gerichtet ist .",de
positive,"Die Bleiproduktion dürfte sich wiederum bis 2009 auf 60.000 Tonnen erhöhen , was ein doppelter Anstieg gegenüber dem derzeitigen Kapazitätsniveau wäre , sagte Zahariev .",de
negative,"Aspocomp hat eine große Fabrik in China und ein Fabrikgebäude-Projekt in Indien, das aufgrund von Finanzierungsproblemen gestoppt wurde.",de
positive,"$TSLA in Brand, was ist das für 6 Tage in Folge. Jemand braucht!! in",de
positive,"Oktober-Dezember Umsatz waren 302 mln eur , oder eine 25,3 pct Steigerung gegenüber dem Vorjahr .",de
neutral,GE baut die Anlage mit dem Windkraftentwickler Invenergy Wind LLC.,de
negative,"UPDATE 1-BHP Billiton's Ratings zerbrechlich in FY16, Agenturen warnen",de
neutral,"( ADP News ) - 3. November 2008 - Das finnische Unternehmen Stora Enso Oyj ( OMX : STERV ) sagte heute, dass es 137 Millionen Euro ( 176,6 Millionen US-Dollar ) in den Bau eines Kraftwerks in Ostroleka Mi investieren werde.",de
neutral,"Die Transaktion wurde am 29 . September bekannt gegeben , als Pohjola Insurance vereinbarte , 80 Mio EUR ( 106,3 Mio USD ) in bar für Pohjantahti zu zahlen .",de
neutral,Zuvor prognostizierte sie einen etwas niedrigeren Wert als 2009 .,de
neutral,"Der Gesamtwert des Projekts beträgt etwa 53 Mio EUR , einschließlich der Grundstücke , die an Atria übertragen werden .",de
positive,"Das Betriebsergebnis stieg von 17,5 Mio EUR im Jahr 2008 auf 27,8 Mio EUR .",de
neutral,Die Aktien werden nach den Regeln der NASDAQ OMX Helsinki und anderweitig nach den Regeln für den Erwerb der eigenen Aktien der Gesellschaft erworben .,de
neutral,"Nach Angaben der Staatsanwaltschaft wurden die Aktiengeschäfte durchgeführt , nachdem HK Ruokatalo in den Verhandlungen über den Erwerb von schwedischem Fleisch vorangegangen war .",de
negative,"Das Betriebsergebnis belief sich auf 9,6 Mio EUR gegenüber 42,0 Mio EUR im Vorjahr .",de
negative,Arm durch Handset Umsatzausblick geknallt,de
positive,"Großbritanniens FTSE-Gewinne, Land Securities nach Dividendenerhöhung aufwärts",de
positive,Builder Persimmon hagelt 6% Anstieg des Hausumsatzes,de
neutral,Der Großteil der Dividende geht an die Familie Grimaldi .,de
neutral,"Die wirtschaftliche Entwicklung in China findet nicht mehr nur an der Ostküste und im Gebiet von Shanghai statt , sagt Vauramo .",de
neutral,"Juni. 14 , 2009 ( AOL Weblogs geliefert von Newstex ) -- Sieht aus, als ob die E71 ist im Begriff, als Nokia's ( NYSE : NOK ) premier Business-Class Smartphone -- jemand in Espoo 's gerade traf das Unternehmen YouTube-Konto mit diesem Promo-Video für eine E72 .",de
negative,$NIHD Insider haben diese falsch. Auf der Suche nach unten. Rsi unter 30,de
neutral,"Laavainen sagte, dass Benecol in Europa und den USA bekannt war , wo es seit 15 Jahren auf dem Markt war .",de
neutral,"Das Unternehmen ernannte Leif Rosen auch zum Leiter der Spezialplatteneinheit, die die Quartoplatteneinheiten in Degerfors, Schweden, und New Castle, USA, die Einheit in Willich, Deutschland, sowie Pressplate und Prefab im Avesta and Plate Service Centre Nordic in Degerfors umfasst.",de
negative,potenziellen Defekt mit Sicherheitsgurten der dritten Reihe. Tesla Motors erinnert an 2.700 Modell X SUVs $TSLA https://t.co/YVYDncdNdi,de
neutral,"Insgesamt beschäftigt CapMan etwa 150 Mitarbeiter in Helsinki , Stockholm , Kopenhagen , Oslo , Moskau und Luxemburg .",de
neutral,"Die Segmente, über die das Unternehmen tätig ist, sind Frozen Food Business , Seafoods , Vegetable Oil Business , Grain Trading und andere Geschäftsbereiche .",de
neutral,"Auf der Grundlage von Verhandlungen mit dem Personal haben rund 20 % ihre Bereitschaft bekundet , an den neuen Standort zu ziehen .",de
negative,Frankreich macht Bedenken wegen des vorgeschlagenen LSE-Deutsche-Boerse-Abkommens geltend,de
neutral,"561.470 neue Aktien im Rahmen des Optionsrechtsplans 2003 Verpackungsgesellschaft Huhtamaki Oyj berichtete am Montag , dass insgesamt 561.470 neue Aktien des Unternehmens auf der Grundlage von Aktienzeichnungen im Rahmen des Optionsrechtsplans 2003 ausgegeben wurden .",de
neutral,"Sullivan sagte, dass einige der Bretter `` wirklich viel Arbeit beinhalten, und die Leute für ihre Zeit bezahlt werden sollten. ''",de
neutral,Die Erweiterung wird im vierten Quartal 2006 erfolgen .,de
neutral,"Aspokem erzielte 2006 einen operativen Gewinn von 2,7 Mio Euro ( 3,5 Mio Euro ) und einen Nettoumsatz von 89,1 Mio Euro ( 116,8 Mio Euro ) .",de
positive,"Laut Karhinen ist OP-Pohjola ein spannendes Unternehmen, weil die Zusammenarbeit enorme Chancen für Kunden und das Unternehmen selbst bieten wird.",de
positive,"U.K. Stocks Resume gewinnt an Rally to Record; CRH, Tullow Climb",de
positive,$FIO wird nicht unten bleiben,de
neutral,"Die Entscheidung spiegelt die Unternutzung der Linie wider, die Vliesstoffe produziert, die in medizinischen und Wischanwendungen sowie für die Automobilindustrie verwendet werden.",de
positive,Das Gericht befand die Argumente von TelecomInvest für überzeugend .,de
neutral,"Die größte Umstrukturierung ist für Italien geplant , wo heute Verhandlungen über rund 40 Arbeitsplatzabbaus eingeleitet werden sollen , stellte das Unternehmen fest .",de
negative,"Das Betriebsergebnis belief sich auf 9,4 Mio EUR , gegenüber 11,7 Mio EUR im Jahr 2004 .",de
negative,"Das Ergebnis je Aktie EPS sank 2005 von 1 ,15 EUR im Jahr 2004 auf 0,66 EUR .",de
positive,"MD Henning Bahr von Stockmann Gruppen lobt den Trend , da die Ketten stärker werden und ihre Entscheidungsprozesse klarer werden .",de
positive,Die Investitionen und operativen Veränderungen ermöglichen eine zusätzliche Optimierung der Arbeitszeit und damit weitere Kosteneinsparungen von etwa 7 % -9 % .,de
positive,"UnternehmenHome Retail trimmt Gewinne, wird aber als ""im Spiel""",de
neutral,"Der Nettoumsatz ging von 470,0 Mio. EUR im entsprechenden Zeitraum 2009 auf 220,5 Mio. EUR zurück .",de
positive,"SINGAPORE ( ICIS ) -- ( 1 ) Kemira und indische Wasser-Infrastruktur-Unternehmen ( 2 ) IVRCL haben vereinbart, ein Joint Venture, das eine neue anorganische Koagulantien-Fertigungsanlage im Andhra Pradesh Staat, Indien, die finnische Wasseraufbereitung Chemikalien Hersteller, sagte am Dienstag .",de
neutral,"Zu den Produkten gehören Consumer Electronics-Geräte wie Mobiltelefone und deren Zubehör, Set-Top-Boxen, Flat-Panel-TVs sowie System Solutions-Produkte wie Infrastruktursysteme, Module und andere Industriesegment-Produkte.",de
positive,Dies wird Kosteneinsparungen von etwa 3 Mio EUR pro Jahr bringen .,de
positive,RT @Street_Insider Der Steve Jobs Effekt? Apple $AAPL Erster Tag iPhone 4S Verkauf waren aus den Charts http://stks.co/YYe,de
neutral,Demonstrationen der breiten Möglichkeiten der Mobility Business Suite werden während des 3GSM World Congress in Barcelona vom 12. bis 15. Februar organisiert.,de
neutral,"Der Marktanteil ging auf der Strecke zwischen Helsinki in Finnland und Tallinn in Estland um 0,1 Prozentpunkte auf 24,8 % zurück .",de
negative,"Finnische Suominen Flexible Packaging schneidet 48 Arbeitsplätze in seiner Einheit in Tampere und zwei in Nastola , in Finnland .",de
positive,$mako hängen in gut heute. noch in einem Basing-Muster. haben Augen darauf,de
neutral,"Dies könnte jeder von uns jederzeit sein , """", sagte sie .",de
neutral,Das Segment Katalysatoren umfasst Raffineriekatalysatoren und Produktkategorien von Polyolefinkatalysatoren.,de
negative,"HELSINKI Thomson Financial - Aktien geschlossen wenig geändert , mit Cargotec und Huhtamaki stark rückläufig auf enttäuschende Berichte des zweiten Quartals .",de
neutral,Im Rahmen der Umstrukturierung werden die 250 Mitarbeiter von Pohjola Insurance für Privatkunden ab Anfang Oktober 2008 an der Lohnliste der lokalen Genossenschaftsbanken teilnehmen .,de
neutral,"Gleichzeitig hat Alma Media einen Anteil von 35 % an Arena Interactive erworben , einer Tochtergesellschaft von Arena Partners mit Schwerpunkt auf der Entwicklung mobiler Lösungen .",de
neutral,"Der estnische Getränkehersteller A. Le Coq brachte heute ein neues Premium-Bier , A. Le Coq Special , auf den Markt und investierte im nächsten Jahr 6 Millionen Kronen 383.000 Euro in seine Entwicklung und plante, drei Millionen Liter Bier zu verkaufen .",de
neutral,"ALEXANDRIA , Va. , Okt. 3 -- Markka A. Oksanen und Harald Kaaja , beide von Helsinki , Finnland , Juha Salokannel von Kangasala , Finnland , und Arto Palin von Viiala , Finnland , haben ein System zur Bereitstellung von Kommunikationssicherheit entwickelt .",de
positive,"27. Januar 2011 - Der finnische IT-Lösungsanbieter Affecto Oyj ( HEL : AFE1V ) erklärte , dass er heute einen Vertrag über 1,2 Mio. EUR ( 1,6 Mio. USD ) von der staatlichen litauischen Sozialversicherung ( SODRA ) gewonnen hat .",de
positive,"$CELG zurück in der Nähe von 104, wo es öffnete und stieg höher letzte wk. Ein guter Ort, um eine Aufnahme zu machen https://t.co/zwHThSvFSF",de
neutral,"Die finnische Investmentgesellschaft Sponda führt Verhandlungen über den Erwerb des Geschäftszentrums Dukat Palace-2 im Zentrum von Moskau , von London & Regional Properties .",de
neutral,"Die Transaktion unterliegt einer endgültigen Vereinbarung zwischen den Parteien , Genehmigungen ihrer Entscheidungsorgane und Genehmigung durch die finnische Wettbewerbsbehörde .",de
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching und BasWare KPI Reporting Tool sind Teil der BasWare Enterprise Purchase to Pay Lösung Suite .",de
neutral,"Im Jahr 2009 erzielte KONE einen Jahresumsatz von 4,7 Milliarden Euro und rund 34.000 Mitarbeiter .",de
positive,"Der Nettoumsatz stieg gegenüber dem Vorjahr um 25,5 % auf 59 ,6 Mio . EUR , da sich die Zahl der gelieferten Ladegeräte um 41 % auf 65,9 Mio . Stück erhöhte .",de
negative,"Noch kurze $LNG von $11,70 Bereich...nächste Haltestelle könnte unten durch $9.00 sein. Jemand schlug es hart mit 230.000 shs dieses am! Mehr zu folgen",de
positive,UPDATE 3-Stifel kaufen ehemaligen Lehman Brokerage von Barclays,de
negative,"Der Nettogewinn des finnischen Glastechnologieunternehmens Glaston Oyj Abp sank in den ersten neun Monaten des Jahres 2007 auf 2,6 Mio. Euro ( 3,8 Mio. $ ) von 7,8 Mio. Euro ( 11,4 Mio. $ ) im gleichen Zeitraum des Jahres 2006 .",de
positive,Greene Kings Umsatz im dritten Quartal gesteigert durch festliche Saison,de
neutral,"T Corp. mit Sitz in U.S. ist in Gesprächen mit dem skandinavischen Telekommunikationsunternehmen TeliaSonera, um seine Beteiligung an Usbekischen Mobilfunkbetreiber Coscom zu verkaufen , ein Executive bei Coscom sagte Interfax .",de
negative,Investoren bleiben skeptisch über Shell-BG Deal,de
positive,Piper Upgrades Symantec zur Verbesserung der Erneuerungsraten und Unternehmenswachstum $SYMC,de
neutral,"Der Gewinn vor Steuern ging von 50,0 Mio. EUR im Vorjahr auf 31,6 Mio. EUR zurück .",de
positive,Die Gruppe hat auch eine starke globale Position in anderen Fischereikategorien .,de
neutral,"Der verbleibende Betrag wird durch Schulden finanziert , sagte die dänische Bank .",de
neutral,"Der finnische Unternehmenssoftwarekonzern AffectoGenimap Oyj sagte , dass sich sein Nettogewinn in den ersten neun Monaten 2006 auf 1,2 Mio. Euro ( 1,5 Mio. $ ) von 2,2 Mio. Euro ( 2,8 Mio. $ ) im gleichen Zeitraum des Jahres 2005 halbiert habe .",de
positive,"Ixonos schätzt, dass es bis Ende 2009 20 Spezialisten für Maschinenbau , Elektronikdesign und Forschung und Entwicklung für seine neue Einheit in Jyvaeskylae einstellen wird .",de
positive,"`` Dies ist ein Gewinn für alle OEMs, die darauf abzielen, WiMAX-Produkte zu entwickeln.",de
neutral,"Laut Barclays, die F-Secure-Software wird die Benutzer vor Hackern, Viren, Spyware und andere digitale Angriffe zu schützen.",de
neutral,"Finnlands Technopolis plant, den ersten Teil eines Technoparks Ende 2008 in St. Petersburg in Betrieb zu nehmen , erklärte Kari Mikkonen , Vizepräsident von Technopolis , Reportern in Helsinki .",de
positive,"MillerCoors liefert 2,9% Basiswachstum des Nettoeinkommens für 2014",de
neutral,"Neste Oil sagte , dass die Ergebnisse aus seiner Biomasse zu 3 Flüssigdemonstrationsanlage , im Juni 2009 in Betrieb genommen , waren vielversprechend , aber keine Entscheidung über eine kommerzielle Anlage getroffen wurde .",de
neutral,Im Jahr 2009 erzielte sie einen Nettoumsatz von rund 6 Mio EUR .,de
neutral,"H1 '08 H1 '07 Q2 '08 Q2 '07 in Mio Euro , sofern nicht anders angegeben Nettoumsatz 386 328,6 201 160,7 Betriebsgewinn 46,3 35,8 23,2 9,5 Gewinn vor Steuern 33,6 26,9 18,7 5,1 Nettogewinn 25,1 25,4 14 4,0 EPS in Euro 2,20 2,36 1,24 0,38 1,0 Euro = 1,60 $ www.componenta.com",de
neutral,`` Geringer Energieverbrauch und flexible Beladung sind nur einige der Vorteile des CHF Pro . '',de
negative,$SPY $MITK schnell 56pc Tauchgang http://stks.co/3ffN $$,de
neutral,Die Dienstleistungen der Anlageverwaltung und der Anlageberatung sind der einzige Geschäftszweig des Unternehmens .,de
neutral,Marktbericht: Achttägige Rallye endet für FTSE 100 und Standard Chartered,de
negative,"Bei dieser Wachstumsrate wird es äußerst schmerzhaft sein , die Staatsschulden abzuzahlen .",de
negative,"Reuters: Green Mountain Umsatz fehlt, Aktien fallen http://stks.co/13mW > $GMCR druckt 43,80, Markt in einer schlechten Stimmung, schlechten Tag zu enttäuschen",de
positive,"Der Nettoumsatz der Bekleidungskette Sepp+ñl+ñ stieg um 7,0 % auf 30,8 Mio. EUR .",de
negative,Die Verwalter haben in den nächsten 15 Monaten auf 900 Stellenabbau beim irischen Versicherer hingewiesen .,de
positive,Das neue Büro mit Sitz in Shenzhen wird Vaisalas bereits 10-jährige Präsenz in China stärken.,de
positive,Die Auftragseingänge werden jedoch weiterhin über dem Niveau des Vorjahres liegen .,de
neutral,Rivalen sagen Qualcomm hat weniger Patente auf 3G-Handys als auf früheren Versionen und sollte seine Preise senken.,de
positive,"$QCOM Der Indikator RSI ist über 50, der bei 56,1 steht, eine Aufwärtsbewegung wird erwartet. https://t.co/yfa9jcUsQa",de
negative,$FB sie schlagen alles in Sicht.kurz es. aber twtr,de
positive,$GOOG Widerstand drehte Unterstützung? Es,de
negative,"$BOBE nach unten $2,84 Vorverkauf",de
neutral,"Die Umsätze in Finnland gingen um 2,0 % zurück , und die internationalen Verkäufe gingen in Euro um 9,3 % und in Lokalwährungen um 15,1 % zurück .",de
neutral,"Die Auswirkungen auf den Nettoumsatz von TietoEnator für das Jahr 2008 aus dem Kauf werden voraussichtlich etwa 11 Mio. Euro $ 15,9 Mio. betragen .",de
positive,"Metsalititto verringerte jedoch seinen Nettoverlust für das zweite Quartal 2007 auf 5,0 Mio. Euro $ 6,9 Mio. Euro von 61 Mio. Euro $ 83,7 Mio. Euro vor einem Jahr .",de
positive,"Die Akquisition von Boomeranger Boats Oy steht im Einklang mit der Strategie von Done Solutions, sein Geschäft durch Unternehmensakquisitionen zu entwickeln.",de
positive,"28. Oktober 2010 - Der finnische Holzprodukte-Technologie-Lieferant Rate Oyj HEL : RUTAV sagte heute, dass er in den ersten neun Monaten 2010 zu einem Nettogewinn von 3 Mio. EUR gegenüber einem Nettoverlust von 5 ,2 Mio. EUR im gleichen Zeitraum des Vorjahres geschwungen ist .",de
negative,$ACAD unter $2 heute?,de
positive,$CERN - Konsolidierung über 50 & 200 MA - schöne lange Eintrag hier w stoppen unter 10 MA - Ziel $70 Bereich,de
positive,"Letzten Monat haben wir zu unserer $GILD-Position hinzugefügt und eine neue in $BWLD gestartet Wir sehen langsames, stetiges, unspektakuläres Wachstum in naher Zukunft",de
neutral,$PAY 2. Mal Test der 21.20-30 b/o Zone. Immer noch nicht ausbrechen. Verschieben Sie meinen Stopp bis 20.80.,de
negative,"Der finnische Elektronikauftragshersteller Scanfil meldet 2006 einen Nettoumsatz von 241,2 Mio EUR gegenüber 321,6 Mio EUR im Jahr 2005 .",de
neutral,"Ende August war Sampo mit 20,6 % der größte Aktionär von Nordea , gefolgt vom Staat mit 19,9 % .",de
neutral,Daher wird Phase III der Forschung nicht von Abbott durchgeführt werden .,de
positive,"`` In der neu gegründeten Firma YIT Stavo wird das lokale Kontaktnetz , Know-how und Marktwissen von Euro Stavokonsult mit dem Wohnkonzept von YIT kombiniert werden , """" sagte Juha Kostiainen , Yit's Vice President, Corporate Communications und Business Development .",de
positive,Friends Life hebt Gewinne 38% und steigt divi vor der vorgeschlagenen Übernahme von Aviva,de
neutral,Die jetzt bestellten Maschinen werden in eine neue Mühle mit einer jährlichen Produktionskapazität von 40 000 m3 überlagertem Birkensperrholz gestellt.,de
negative,"( ADPnews ) - 21 . Okt 2009 - Die finnische IT-Beratung Tieto Oyj ( HEL : TIE1V ) hat heute ihren Nettogewinn in den ersten neun Monaten 2009 auf 29,4 Mio. EUR (43,9 Mio. USD ) von 58,7 Mio. EUR im gleichen Zeitraum gesenkt o",de
neutral,Seit der Registrierung der in einer gerichteten Aktienausgabe gezeichneten Aktien beträgt die neue Zahl der Panostaja-Aktien und Stimmrechte 41.733.110 .,de
negative,"$SBUX nach unten PM, von $DB Downgrade. PT Schnitt von 70 auf $64",de
neutral,"Schwedische , finnische und dänische börsennotierte Unternehmen sind in drei Marktsegmenten , Nordic Large Cap , Mid Cap und Small Cap , organisiert .",de
negative,"Finnischer Entwickler und Hersteller von Handy-Ladegeräten Salcomp Plc OMX Helsinki : SAL1V am Mittwoch, den 19. November senkte seine Gesamtjahres-Nettoumsatzschätzung .",de
negative,"Das Betriebsergebnis fiel von 55,3 Mio EUR im Jahr 2007 auf 38,1 Mio EUR .",de
neutral,"Im Jahr 2008 erzielte Kemira einen Umsatz von rund 2,8 Milliarden Euro und beschäftigte 9.400 Mitarbeiter .",de
neutral,"Die Investitionen in die Produktentwicklung beliefen sich auf 6,0 Mio Euro ( 8,8 Mio Euro ) .",de
negative,HSBC sagt Einheit zu buchen $ 585 Millionen Gebühr auf Abrechnung,de
positive,Daily Mail Muttergesellschaft in Gesprächen mit potenziellen Partnern über gemeinsame Angebote für Yahoo Internet-Assets: https://t.co/mK7MEMtADT $YHOO,de
negative,"Die RISING-Kosten haben den Verpackungshersteller Huhtamaki gezwungen, 90 Arbeitsplätze in seinem Produktionswerk in Hampshire zu besetzen.",de
neutral,Nordic Walking wurde erstmals als Sommertrainingsmethode von Langläufern eingesetzt.,de
neutral,Nach Angaben der Reederei Viking Line wird die EU-Entscheidung erhebliche finanzielle Auswirkungen haben .,de
neutral,"Im Gebäude- und Heimwerkerhandel ging der Umsatz um 22,5 % auf 201,4 Mio EUR zurück.",de
positive,"HELSINKI AFX - KCI Konecranes sagte, es hat einen Auftrag für vier Heißmetall-Kesselkrane des indischen Stahlherstellers Bhushan Steel and Strips Ltd gewonnen. .",de
positive,"La technologie GeoSolutions tirera parti des solutions GPS de Benefon en fournissant une technologie de recherche basée sur la localisation , une plate-forme communautaire , un contenu multimédia pertinent et un modèle commercial nouveau et puissant .",fr
negative,"$ESI sur les bas, en baisse de 1,50 $ à 2,50 $ BK une possibilité réelle",fr
positive,"Au cours du dernier trimestre de 2010 , les ventes nettes de Componenta ont doublé , passant de 76 millions d' euros à 131 millions d' euros pour la même période un an plus tôt , alors qu' elles sont passées à un bénéfice avant impôt nul provenant d' une perte avant impôt de 7 millions d' euros .",fr
neutral,"Selon la Chambre de commerce finnoise-russe , toutes les grandes entreprises de construction finlandaises opèrent en Russie .",fr
neutral,"La société suédoise de rachat a vendu sa participation restante de 22,4 pour cent , près de dix-huit mois après avoir pris la société publique en Finlande .",fr
positive,$SPY ne serait pas surpris de voir une fermeture verte,fr
negative,Shell's 70 milliards de dollars BG Deal rencontre le scepticisme des actionnaires,fr
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE LIBERATION OCTOBRE 14 , 2008 14:45 La Société met à jour ses perspectives de l'année entière et estime ses résultats à perte pour l'année entière .",fr
positive,Les ventes nettes de Kone ont augmenté d' environ 14 % sur un an au cours des neuf premiers mois de 2008 .,fr
neutral,Le grand magasin Stockmann aura une superficie totale de plus de 8 000 mètres carrés et l'investissement de Stockmann dans le projet aura un prix d'environ 12 millions d'euros.,fr
positive,Les recettes de circulation ont augmenté de 5 % en Finlande et de 4 % en Suède en 2008 .,fr
negative,$SAP Q1 déçoit que les licences #software baissent. Problème réel? #Clud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,fr
positive,"La subdivision a réalisé un chiffre d' affaires de 480,7 millions d' euros l' année dernière , soit 414,9 millions d' euros , et un bénéfice opérationnel de 44,5 millions d' euros 7,4 millions d' euros .",fr
neutral,Viking Line a annulé certains services.,fr
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNONCE 7.2.2007 à 10.30 Au total, 56 955 nouvelles actions d'Ahlstrom Corporation ont été souscrites avec des droits d'option dans le cadre des programmes d'options d'achat d'actions I 2001 et II 2001 de la société.",fr
positive,$FB devenu vert le jour,fr
positive,Les revenus de SQL Server $MSFT ont augmenté à deux chiffres avec les revenus de SQL Server Premium augmentant à plus de 30% http://stks.co/ir2F,fr
neutral,"Selon le PDG de L+ñnnen Tehtaat Matti Karppinen , la société vise à livrer des produits de poisson à ses clients un jour plus tôt qu'elle ne le fait actuellement .",fr
neutral,La part de la société est cotée sur NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,fr
neutral,Elcoteq SE est inscrit sur la liste de Nasdaq OMX Helsinki Ltd.,fr
neutral,Deux de ces contrats sont pour les vibrocompresseurs d'anode tournant qui seront livrés à Gansu Hualu Aluminium Co Ltd et un autre costumer sans nom.,fr
positive,"Aviva, Friends Life prévoit le meilleur avant la fusion de 5,6 milliards de livres",fr
neutral,"Au lieu d'être basé sur une boisson gazeuse, comme d'habitude, la boisson énergétique Teho est faite avec de l'eau douce.",fr
neutral,L'entreprise prévoit d'augmenter le personnel spécialisé de l'unité à plusieurs dizaines - selon la situation du marché en 2010 .,fr
neutral,La société a fermé l'année dernière avec un chiffre d'affaires d'environ quatre millions d'euros.,fr
positive,Shire PDG monte en voiture pour obtenir Baxalta conseil d'administration parler,fr
positive,Costco: Un premier jeu de dividendes de détail https://t.co/Fa5cnh2t0t $COST,fr
neutral,"Le bâtiment de cinq étages, éco-efficace aura une surface de plancher brute d'environ 15 000 m2. Il comprendra également des appartements.",fr
neutral,"Le premier volet de la série Cinéma se termine par un profil de l'inventeur finlandais Olavi Linden , dont le parcours artistique personnel et le travail chez Fiskars a conduit à des dizaines de prix de design .",fr
neutral,Tous sont les bienvenus .,fr
positive,"Stockmann et la société suédoise AB Lindex ont conclu un accord le 30 septembre 2007 , par lequel Stockmann , ou une filiale à part entière de celle-ci , fera une offre publique d' appel d' offres pour l' ensemble des actions émises par Lindex .",fr
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE LIBERATION , 16.9.2008 AT 13.32 La Journée des marchés de capitaux de Huhtamaki pour les investisseurs institutionnels et les analystes se tient à Espoo , le 16 septembre 2008 à partir de 13h30 heure de Finlande .",fr
positive,`` Nous sommes heureux d'accueillir Tapeks Noma dans le groupe Cramo.,fr
neutral,"- Le bénéfice avant impôts s' est élevé à 105,9 82,7 millions d' euros .",fr
positive,Royal Dutch Shell acheter Groupe BG pour près de 70 milliards de dollars,fr
neutral,"FinancialWire tm n' est pas un service de communiqué de presse , et ne reçoit aucune compensation pour ses nouvelles , avis ou distributions .",fr
neutral,"ASSA ABLOY Kaupthing Bank a donné une recommandation < < neutre > > et un objectif de prix d ' action de 174 couronnes 24,7 à 19 euros sur le fermoir suédois Assa Alloy AB .",fr
positive,"Le poste incluait des coûts de restructuration de 1,6 million d' euros , alors qu' un an plus tôt , il s' élevait à 13 millions d' euros.",fr
neutral,"En 2005 , la banque a affiché un bénéfice net de 8,2 millions de Lt .",fr
negative,$AAPL après-midi selloff comme d'habitude sera brutal. se préparer à perdre une tonne d'argent.,fr
negative,$TSLA rappelant à peu près chaque modèle X @cnnbrk obtenu à court que même au travail vous sautez dans le commerce de l'argent,fr
negative,"Dolce & Gabbana a demandé à l'Union européenne de déclarer invalide la marque florale de Marimekko Corporation `` Unikko '', dans un différend continu entre les deux sociétés.",fr
negative,InterContinental Hotels 1er trimestre global recettes de chambres en retard estimés,fr
positive,"Selon la société finlandaise d' assurance retraite Varma , Varma a bénéficié de plus des deux tiers des recettes de la couverture de retraite liée aux revenus qui faisait l' objet d' appels d' offres en Finlande .",fr
positive,"Une partie , 12,5 millions de dollars , sera enregistrée dans le cadre de ses gains dans un précédent litige de brevet avec le fabricant finlandais de téléphone Nokia Oyj .",fr
negative,"L&G continue de payer le prix de la réduction des dividendes pendant la crise, dit le chef",fr
neutral,"Le volume des investissements dans les deux phases du projet est estimé à 300 millions de dollars des États-Unis ( 215,03 millions d' euros ) .",fr
neutral,"La Russie a représenté 9 % des recettes de la division magazine Lagardere , soit 114,40 millions d' euros ( 148,11 millions de dollars ) en 2009 , soit 18 % aux États-Unis .",fr
positive,"La société estime également que les investissements déjà réalisés entraîneront une augmentation de ses ventes nettes pour 2010 à partir de 2009 lorsqu'elles ont atteint 141,7 millions d'euros .",fr
neutral,"Le bénéfice de l' exercice comptable s' est élevé à 0,3 million d' euros .",fr
positive,"Les six brasseries ont enregistré une croissance de 5,2 pour cent des ventes nationales de bière l'an dernier à 270,21 millions de litres , contre 256,88 millions de litres vendus en 2005.",fr
positive,"En août-octobre 2010 , le résultat de l' entreprise avant impôts s' est élevé à 9,6 millions d' euros , contre 0,5 million d' euros au cours de la période correspondante de 2009 .",fr
positive,"Les ventes et les ressources du projet de Systeemiimi seront également renforcées , a déclaré le directeur Paul Skogberg .",fr
positive,Le prix de l'action de Tesco saute en tête des ventes du troisième trimestre,fr
neutral,L'impression est ici.,fr
positive,Le prix des grumes s'est nettement amélioré à partir de 2009 et le prix du bois de pulpe a augmenté .,fr
neutral,"Ainsi , SysOpen Digia a obtenu , conformément à l' article 21 du chapitre 14 de la loi sur les sociétés finlandaises 29.9.1978 - 734 , le titre de toutes les actions de Sentera qui doivent être rachetées .",fr
neutral,"Le résultat dilué par action ( EPS ) est tombé à 0,63 EUR , contre 1,71 EUR .",fr
